"","sample","fit_r2","ox_initial","t_initial","dmax","tmax_h","se","auc","hauc","width","t1_h","t2_h","hwidth"
"245","190930_510_B4",0.9934,382.141596411307,6.187,16.1583991424425,23.4795,0.0439841573723314,93.4825278548879,93.4825278548879,3.49916666666667,19.9803333333333,23.4795,3.49916666666667
"246","190930_510_C4",0.9821,382.141581615209,6.187,15.5251806896115,25.508,0.601447578740597,52.9074309803362,52.9074309803362,2.63716666666667,22.8708333333333,25.508,2.63716666666667
"247","190930_510_D4",0.9921,382.141566748796,6.187,15.5767821965492,24.1388333333333,0.877186424394625,76.3325660212119,76.3325660212119,2.58633333333333,21.5525,24.1388333333333,2.58633333333333
"248","190930_510_A5",0.9871,382.141551859577,6.187,17.8430973778018,24.088,1.03733955159359,77.2636187451522,77.2636187451522,2.23133333333333,21.8566666666667,24.088,2.23133333333333
"249","190930_510_B5",0.9948,382.141537044298,6.187,18.4314702566951,23.8345,0.0239094317566123,89.4432918948367,89.4432918948367,2.68783333333333,21.1466666666667,23.8345,2.68783333333333
"250","190930_510_C5",0.9913,382.141522106257,6.187,18.8775940472885,23.8345,0.0744638309511894,85.4759772776075,85.4759772776075,2.43416666666667,21.4003333333333,23.8345,2.43416666666667
"251","190930_510_D5",0.9922,382.141507240252,6.187,17.7773909384075,24.2403333333333,0.860389397492592,78.6671902397772,78.6671902397772,2.485,21.7553333333333,24.2403333333333,2.485
"252","190930_510_A6",0.9309,382.141492248912,6.187,11.8714958870351,25.508,0.916957714699083,40.4768065149631,40.4768065149631,2.8905,22.6175,25.508,2.8905
"253","190930_510_B6",0.9503,382.141477278441,6.187,9.97549013334265,25.508,0.806622045855648,41.2050782191513,41.2050782191513,3.14416666666667,22.3638333333333,25.508,3.14416666666667
"254","190930_510_C6",0.9492,382.141462229227,6.187,8.24374652889901,25.2038333333333,0.803139783847266,34.7973532462936,34.7973532462936,2.84,22.3638333333333,25.2038333333333,2.84
"255","190930_510_D6",0.9721,382.141447149341,6.187,11.3935281976819,25.508,0.693950351340671,46.5310445427002,46.5310445427002,3.0935,22.4145,25.508,3.0935
"256","190930_512_A1",0.1499,381.784577123388,6.897,0.548116971086756,24.2403333333333,0.00808492506174586,2.41996549240188,2.41996549240188,1.775,22.4653333333333,24.2403333333333,1.775
"257","190930_512_B1",0.2754,381.78457712332,6.897,0.598856386459374,24.2403333333333,0.009024075545421,3.47509413834092,3.47509413834092,1.775,22.4653333333333,24.2403333333333,1.775
"258","190930_512_C1",0.1806,381.784577123252,6.897,0.50161130058882,24.1388333333333,0.105389843351774,3.07087921425571,3.07087921425571,2.0285,22.1103333333333,24.1388333333333,2.0285
"259","190930_512_D1",0.9971,381.784577123184,6.897,13.2550769141108,16.177,0.0755411218683687,100.376374382052,100.376374382052,5.02,13.6416666666667,18.6616666666667,2.48466666666667
"260","190930_512_A2",0.9964,381.784577123116,6.897,17.4044935570942,23.1245,0.059498997070672,107.838390932218,107.838390932218,3.702,19.4225,23.1245,3.702
"261","190930_512_B2",0.9979,381.784577123048,6.897,17.4693341670877,22.668,0.0600901504171716,101.94604785935,101.94604785935,5.78133333333333,19.7266666666667,25.508,2.84
"262","190930_512_C2",0.9969,381.78457712298,6.897,13.7410062489107,23.9358333333333,0.016187249436612,78.7724926977111,78.7724926977111,2.5355,21.4003333333333,23.9358333333333,2.5355
"263","190930_512_D2",0.9957,381.784577122911,6.897,20.0863464995723,23.8345,0.0279834280872058,97.6049763190379,97.6049763190379,2.83983333333333,20.9946666666667,23.8345,2.83983333333333
"264","190930_512_A3",0.9961,381.784577122843,6.897,16.36393775996,24.5953333333333,0.707127936485604,83.623275833709,83.623275833709,3.24566666666666,21.3496666666667,24.5953333333333,3.24566666666666
"265","190930_512_B3",0.996,381.784577122774,6.897,15.235626487904,25.4066666666667,0.547980702089033,79.8636805615688,79.8636805615688,4.36133333333333,21.0453333333333,25.4066666666667,4.36133333333333
"266","190930_512_C3",0.9946,381.784577122705,6.897,15.9540771059949,25.4066666666667,0.529538216940522,71.0600325727124,71.0600325727124,3.49916666666667,21.9075,25.4066666666667,3.49916666666667
"267","190930_512_D3",0.9957,381.784577122636,6.897,16.3752585070858,24.3416666666667,0.726551108952325,79.926091760865,79.926091760865,2.73866666666666,21.603,24.3416666666667,2.73866666666666
"268","190930_512_A4",0.9902,381.784577122567,6.897,22.9617247913313,24.5953333333333,1.31517666827132,101.56679507908,101.56679507908,3.04283333333333,21.5525,24.5953333333333,3.04283333333333
"269","190930_512_B4",0.953,381.784577122498,6.897,17.3761470371289,22.4145,0.404243621496593,84.3520978690266,84.3520978690266,5.42633333333334,20.0311666666667,25.4575,2.38333333333333
"270","190930_512_C4",0.9882,381.784577122428,6.897,20.8509765263659,21.6538333333333,0.180230266229742,103.772572979144,103.772572979144,4.81766666666666,19.3211666666667,24.1388333333333,2.33266666666667
"271","190930_512_D4",0.9862,381.784577122358,6.897,17.0386812282777,25.4066666666667,0.86509024238661,73.3137815268974,73.3137815268974,3.65133333333334,21.7553333333333,25.4066666666667,3.65133333333334
"272","190930_512_A5",0.9977,381.784577122288,6.897,25.4861441489106,23.733,0.0286785398487561,123.862253834913,123.862253834913,2.8905,20.8425,23.733,2.8905
"273","190930_512_B5",0.9949,381.784577122218,6.897,26.3781021628188,25.508,0.590495012640806,94.5581805349985,94.5581805349985,3.0935,22.4145,25.508,3.0935
"274","190930_512_C5",0.997,381.784577122147,6.897,24.2102330001012,24.2403333333333,0.784762057558763,107.635236012142,107.635236012142,2.68783333333333,21.5525,24.2403333333333,2.68783333333333
"275","190930_512_D5",0.9954,381.784577122077,6.897,28.3990251387661,25.508,0.551257894550042,91.2522391651325,91.2522391651325,2.68766666666667,22.8203333333333,25.508,2.68766666666667
"276","190930_512_A6",0.9943,381.784577122006,6.897,25.0681559987663,25.508,0.733267548797702,103.865302298879,103.865302298879,3.49916666666667,22.0088333333333,25.508,3.49916666666667
"277","190930_512_B6",0.9955,381.784577121935,6.897,26.7021820305388,24.088,1.05607113495051,117.81031173467,117.81031173467,2.38333333333334,21.7046666666667,24.088,2.38333333333334
"278","190930_512_C6",0.9972,381.784577121863,6.897,24.6404229053155,22.4145,0.100588035214379,134.631565060749,134.631565060749,5.47733333333333,19.8788333333333,25.3561666666667,2.53566666666666
"279","190930_512_D6",0.9972,381.784577121791,6.897,27.553500596307,24.1388333333333,0.903610678317206,129.875220209984,129.875220209984,3.0935,21.0453333333333,24.1388333333333,3.0935
"280","191001_124_A1",0.9824,378.467158611539,12.4246666666667,7.85607986434115,26.7258333333333,0.797389329755231,37.5490246215936,37.5490246215936,5.0205,21.7053333333333,26.7258333333333,5.0205
"281","191001_124_B1",0.9819,378.467155183785,12.4246666666667,7.83759635019578,26.7258333333333,0.67967877630934,33.3578137489581,33.3578137489581,3.9555,22.7703333333333,26.7258333333333,3.9555
"282","191001_124_C1",0.9977,378.467135874183,12.4246666666667,14.3772250427367,21.2995,0.0839823841050973,68.5099146610518,68.5099146610518,3.9555,19.0175,22.973,1.6735
"283","191001_124_D1",0.9948,378.467085052185,12.4246666666667,9.41767663931387,22.263,0.0601831162919666,52.3699286704613,52.3699286704613,4.46283333333334,20.133,24.5958333333333,2.13
"284","191001_124_A2",0.9954,378.466986559674,12.4246666666667,9.20369907523423,21.5021666666667,0.047257685350223,43.6266885070544,43.6266885070544,3.60066666666667,19.4738333333333,23.0745,1.57233333333333
"285","191001_124_B2",0.9875,378.466825938824,12.4246666666667,3.35937020942879,15.7211666666667,0.0536129487906133,34.1723976182443,34.1723976182443,7.35333333333333,15.7211666666667,23.0745,7.35333333333333
"286","191001_124_C2",0.9968,378.466585288734,12.4246666666667,9.3645151000203,21.4008333333333,0.056508309504703,75.7730635741424,75.7730635741424,8.672,14.8588333333333,23.5308333333333,2.13
"287","191001_124_D2",0.9935,378.466252122797,12.4246666666667,8.34048643590336,21.5021666666667,0.0552089196274969,43.2642867074323,43.2642867074323,3.65133333333333,19.5245,23.1758333333333,1.67366666666667
"288","191001_124_A3",0.9957,378.465806262288,12.4246666666667,14.9536394894437,21.6545,0.0724521346395333,61.2570386796013,61.2570386796013,3.29633333333333,20.0316666666667,23.328,1.62283333333333
"289","191001_124_B3",0.9963,378.465235811931,12.4246666666667,9.31316495438409,21.198,0.078347915833793,53.5958321461052,53.5958321461052,5.122,17.9016666666667,23.0236666666667,1.82566666666667
"290","191001_124_C3",0.998,378.464521195003,12.4246666666667,16.1965034076542,19.3216666666667,0.0663886687889274,78.0458425325475,78.0458425325475,3.75266666666667,17.0903333333333,20.843,1.52133333333333
"291","191001_124_D3",0.9472,378.463648204596,12.4246666666667,15.4701346411002,26.7258333333333,0.850411561391911,31.0581309086797,31.0581309086797,1.36916666666666,25.3566666666667,26.7258333333333,1.36916666666666
