"","sample","fit_r2","ox_initial","t_initial","dmax","tmax_h","se","auc","hauc","width","t1_h","t2_h","hwidth"
"37","190925_510_A4",0.0291,288.105493975904,2.9925,6.69850705928866,23.935,0.633989119183847,6.4978874537575,6.4978874537575,0.912833333333332,23.0221666666667,23.935,0.912833333333332
"38","190925_510_B4",0,288.105493975904,2.9925,2.09411155083217e-09,4.86866666666667,1.27042130462553e-06,4.36354906696579e-08,4.36354906696579e-08,0,4.86866666666667,4.86866666666667,0
"39","190925_510_C4",0,288.105493975904,2.9925,2.06341610464733e-09,3.34716666666667,9.84949372169005e-07,4.30026921094395e-08,4.30026921094395e-08,0,3.34716666666667,3.34716666666667,0
"40","190925_510_D4",0.0833,288.105493975904,2.9925,6.17760177497416,23.935,1.40205583501094,10.1947531601486,10.1947531601486,1.36916666666666,22.5658333333333,23.935,1.36916666666666
"41","190925_510_A5",0,288.105493975904,2.9925,0,2.9925,3.62401961940801e-09,0,0,0,2.9925,2.9925,0
"42","190925_510_B5",0,288.105493975904,2.9925,0,2.9925,4.12806029666555e-09,0,0,0,2.9925,2.9925,0
"43","190925_510_C5",0,288.105493975904,2.9925,0,2.9925,2.89437392379914e-09,0,0,0,2.9925,2.9925,0
"44","190925_510_D5",0,288.105493975904,2.9925,0,2.9925,3.24078625668667e-09,0,0,0,2.9925,2.9925,0
"45","190925_510_A6",0.6397,288.105493975904,2.9925,16.9557507792626,23.935,1.60268123099339,36.7327321030692,36.7327321030692,1.775,22.16,23.935,1.775
"46","190925_510_B6",0.7635,288.105493975904,2.9925,19.1194406484738,23.935,1.49935711758545,44.1740995926471,44.1740995926471,1.67333333333333,22.2616666666667,23.935,1.67333333333333
"47","190925_510_C6",0.9675,288.105493975904,2.9925,50.9895221856067,23.935,1.38734556064284,118.820949649904,118.820949649904,1.72416666666667,22.2108333333333,23.935,1.72416666666667
