"","set","sample","fit_r2","ox_initial","t_initial","dmax","tmax_h","se","auc","hauc","width","t1_h","t2_h","hwidth","line","Sample_ID","Survey","tmax"
"549","191011_124_4","191011_124_D4",0.970971599907454,152.236575113277,6.948,2.78661308028827,21.3496666666667,0.102390982363359,14.1554274274917,5.80448638945673,6.59233333333333,17.293,23.8853333333333,2.53566666666666,"4",13008,"100_lakes",14.4016666666667
"550","191011_124_4","191011_124_D4",0.970971599907454,152.236575113277,6.948,2.78661308028827,21.3496666666667,0.102390982363359,14.1554274274917,5.80448638945673,6.59233333333333,17.293,23.8853333333333,2.53566666666666,"4",11827,"1000_lakes",14.4016666666667
"551","191011_124_4","191011_124_A4",0.995004883836005,152.236575342945,6.948,1.93197902594789,20.5383333333333,0.0173228784345184,12.3683635491407,4.78507458455244,7.91083333333333,15.6195,23.5303333333333,2.992,"4",13008,"100_lakes",13.5903333333333
"552","191011_124_4","191011_124_A4",0.995004883836005,152.236575342945,6.948,1.93197902594789,20.5383333333333,0.0173228784345184,12.3683635491407,4.78507458455244,7.91083333333333,15.6195,23.5303333333333,2.992,"4",11827,"1000_lakes",13.5903333333333
"553","191011_124_4","191011_124_B4",0.978545627584037,152.23657526666,6.948,2.52495166628926,21.9583333333333,0.0825164839450225,13.2098595963777,6.39614881650429,6.59216666666667,18.7636666666667,25.3558333333333,3.19466666666667,"4",13008,"100_lakes",15.0103333333333
"554","191011_124_4","191011_124_B4",0.978545627584037,152.23657526666,6.948,2.52495166628926,21.9583333333333,0.0825164839450225,13.2098595963777,6.39614881650429,6.59216666666667,18.7636666666667,25.3558333333333,3.19466666666667,"4",11827,"1000_lakes",15.0103333333333
"555","191011_124_4","191011_124_C4",0.967206304304385,152.236575190447,6.948,2.16363807417206,22.313,0.0816350799844309,12.3388125325768,5.81503087654816,7.0995,18.9663333333333,26.0658333333333,3.34666666666666,"4",13008,"100_lakes",15.365
"556","191011_124_4","191011_124_C4",0.967206304304385,152.236575190447,6.948,2.16363807417206,22.313,0.0816350799844309,12.3388125325768,5.81503087654816,7.0995,18.9663333333333,26.0658333333333,3.34666666666666,"4",11827,"1000_lakes",15.365
"557","191011_124_5","191011_124_C5",0.881891259037486,152.23657487903,6.948,1.39189612642648,26.9278333333333,1.22967381285991,13.1527935839406,13.1527935839406,12.1198333333333,14.808,26.9278333333333,12.1198333333333,"5",13051,"100_lakes",19.9798333333333
"558","191011_124_5","191011_124_C5",0.881891259037486,152.23657487903,6.948,1.39189612642648,26.9278333333333,1.22967381285991,13.1527935839406,13.1527935839406,12.1198333333333,14.808,26.9278333333333,12.1198333333333,"5",12664,"1000_lakes",19.9798333333333
"559","191011_124_5","191011_124_D5",0.979868802705353,152.2365748003,6.948,1.31878131753342,21.1975,0.0684185394745174,14.8466942085053,4.03916430851518,13.5903333333333,11.4105,25.0008333333333,3.80333333333333,"5",13051,"100_lakes",14.2495
"560","191011_124_5","191011_124_D5",0.979868802705353,152.2365748003,6.948,1.31878131753342,21.1975,0.0684185394745174,14.8466942085053,4.03916430851518,13.5903333333333,11.4105,25.0008333333333,3.80333333333333,"5",12664,"1000_lakes",14.2495
"561","191011_124_5","191011_124_B5",0.987662265660687,152.236574957722,6.948,1.15411500251798,20.6905,0.0213191477957418,12.7482320934633,2.76823599696463,13.6916666666667,9.88916666666667,23.5808333333333,2.89033333333333,"5",13051,"100_lakes",13.7425
"562","191011_124_5","191011_124_B5",0.987662265660687,152.236574957722,6.948,1.15411500251798,20.6905,0.0213191477957418,12.7482320934633,2.76823599696463,13.6916666666667,9.88916666666667,23.5808333333333,2.89033333333333,"5",12664,"1000_lakes",13.7425
"563","191011_124_5","191011_124_A5",0.983239417615493,152.23657503588,6.948,1.06395813575793,23.8345,0.0508754905810333,15.1965522239485,2.73093142611046,16.8358333333333,10.092,26.9278333333333,3.09333333333334,"5",13051,"100_lakes",16.8865
"564","191011_124_5","191011_124_A5",0.983239417615493,152.23657503588,6.948,1.06395813575793,23.8345,0.0508754905810333,15.1965522239485,2.73093142611046,16.8358333333333,10.092,26.9278333333333,3.09333333333334,"5",12664,"1000_lakes",16.8865
"565","191011_124_6","191011_124_C6",0.972550569538313,152.236574559478,6.948,1.95210474306959,28.2461666666667,1.40008910287809,3.58542098053746,3.58542098053746,2.28166666666667,25.9645,28.2461666666667,2.28166666666667,"6",11752,"1000_lakes",21.2981666666667
"566","191011_124_6","191011_124_B6",0.948780249823608,152.236574640554,6.948,1.43736780182778,24.3921666666667,0.139349126408436,14.4908526788573,4.95645485473805,13.134,15.518,28.652,4.25983333333333,"6",11752,"1000_lakes",17.4441666666667
"567","191011_124_6","191011_124_A6",0.978949626913017,152.236574720467,6.948,1.85796600500899,21.2991666666667,0.083647699084556,14.0279639510901,4.59472179560975,10.1416666666667,14.1996666666667,24.3413333333333,3.04216666666667,"6",11752,"1000_lakes",14.3511666666667
"568","191011_124_6","191011_124_D6",0.967807000653157,152.23657447801,6.948,1.31438826921266,21.3496666666667,0.0782081118955824,12.2946796149083,3.55434967812741,12.018,12.6783333333333,24.6963333333333,3.34666666666666,"6",11752,"1000_lakes",14.4016666666667
"569","191011_510_6","191011_510_A6",0.984406522972145,309.404902557512,6.89716666666667,1.86958049632266,21.9075,0.0583987292980476,11.6865637436675,5.68019404918274,8.01216666666667,17.6986666666667,25.7108333333333,3.80333333333333,"6",11859,"1000_lakes",15.0103333333333
"570","191011_510_6","191011_510_D6",0.991317043407783,309.4048748422,6.89716666666667,2.85995401024898,20.2846666666667,0.030709579387599,17.0030273759496,7.56376725113568,7.20083333333333,16.2786666666667,23.4795,3.19483333333333,"6",11859,"1000_lakes",13.3875
"571","191011_510_6","191011_510_C6",0.995301106977649,309.404884113201,6.89716666666667,2.49300326094241,20.1328333333333,0.0230599209423925,15.204258957029,6.83069678949772,7.40383333333333,16.025,23.4288333333333,3.296,"6",11859,"1000_lakes",13.2356666666666
"572","191011_510_6","191011_510_B6",0.980323241751871,309.404893381588,6.89716666666667,1.89751685075694,22.9725,0.0391627379566309,12.4944435089277,5.77812405783835,8.06316666666667,18.5605,26.6236666666667,3.65116666666667,"6",11859,"1000_lakes",16.0753333333333
"573","191011_512_2","191011_512_D2",0.99913944478109,353.699982194162,6.84666666666667,15.0876763263551,21.2991666666667,0.0500636162601912,67.7055844304049,30.2089810347347,5.62883333333333,18.1041666666667,23.733,2.43383333333333,"2",12617,"1000_lakes",14.4525
"574","191011_512_2","191011_512_C2",0.99862325876902,353.69998673381,6.84666666666667,13.5622284991312,24.3413333333333,0.132618483791719,73.3012082872989,30.0870432332932,6.795,20.2341666666667,27.0291666666667,2.68783333333333,"2",12617,"1000_lakes",17.4946666666666
"575","191011_512_2","191011_512_B2",0.998956555267582,353.699991235051,6.84666666666667,14.5978428431745,23.9358333333333,0.144305226213895,91.3768629257134,40.1919643769418,7.65733333333333,19.6255,27.2828333333333,3.347,"2",12617,"1000_lakes",17.0891666666666
"576","191011_512_2","191011_512_A2",0.994687809140853,353.699995758029,6.84666666666667,14.937483945416,22.7695,0.132665863814506,84.1081037532516,38.7169427903066,6.84583333333333,19.6255,26.4713333333333,3.144,"2",12617,"1000_lakes",15.9228333333333
"577","191011_512_3","191011_512_D3",0.997988485643061,353.699963978963,6.84666666666667,4.00186898646786,17.6478333333333,0.0231196492589919,21.4077037373314,8.89710022473256,6.69383333333334,13.6416666666667,20.3355,2.68766666666667,"3",11870,"1000_lakes",10.8011666666666
"578","191011_512_3","191011_512_C3",0.994633073792237,353.699968545635,6.84666666666667,5.13917748261535,17.5463333333333,0.0741947952735639,27.1654172691091,12.0294111699067,6.49083333333333,13.8953333333333,20.3861666666667,2.83983333333333,"3",11870,"1000_lakes",10.6996666666666
"579","191011_512_3","191011_512_A3",0.993963749962829,353.699977674929,6.84666666666667,4.73401953437603,15.0616666666667,0.0769969283564671,19.4087472949692,9.71726869975656,5.071,12.5261666666667,17.5971666666667,2.5355,"3",11870,"1000_lakes",8.21500000000003
"580","191011_512_3","191011_512_B3",0.991218694682997,353.699973115729,6.84666666666667,3.74545154366428,17.3945,0.068414643991472,20.7313081763048,9.56196058411055,6.7445,13.7433333333333,20.4878333333333,3.09333333333333,"3",11870,"1000_lakes",10.5478333333333
"581","191011_512_4","191011_512_C4",0.990204850886107,353.699950187331,6.84666666666667,3.23631045800983,17.5971666666667,0.0685277252941511,17.4193009799071,7.72636312590489,6.64316666666667,13.8446666666667,20.4878333333333,2.89066666666667,"4",11776,"1000_lakes",10.7505
"582","191011_512_4","191011_512_D4",0.987542224829715,353.699945582476,6.84666666666667,2.64670149240446,16.2786666666667,0.0473715382353313,15.2708912598351,6.91162830375252,6.99816666666667,13.1346666666667,20.1328333333333,3.144,"4",11776,"1000_lakes",9.43200000000003
"583","191011_512_4","191011_512_B4",0.989241301736091,353.699954808116,6.84666666666667,2.99250872384543,17.6986666666667,0.0688347172985533,16.0615796867072,7.10268264323106,6.643,13.9461666666667,20.5891666666667,2.8905,"4",11776,"1000_lakes",10.852
"584","191011_512_4","191011_512_A4",0.98862833683008,353.699959384946,6.84666666666667,1.71467947009368,15.4166666666667,0.0557999790739571,14.5246200841972,7.24202557940528,10.0408333333333,10.447,20.4878333333333,4.96966666666667,"4",11776,"1000_lakes",8.57000000000003
"585","191011_512_5","191011_512_C5",0.990443669234859,353.699931597945,6.84666666666667,3.77815957790161,19.8283333333333,0.0510184712648058,22.2289525698268,10.9811797518739,7.09933333333333,16.2278333333333,23.3271666666667,3.49883333333333,"5",11559,"1000_lakes",12.9816666666666
