Who,Survey,Sampling_date,Start_date,Sample_ID,sensor_plate_number,SDR_number,Sample_line,Comments
Camille,1000_lakes,191105,191110,12929,red,124,6,
Camille,1000_lakes,191105,191110,12980,black,133,2,
Camille,1000_lakes,191105,191110,13019,black,133,3,
Camille,1000_lakes,191105,191110,13002,black,133,4,
Camille,1000_lakes,191105,191110,12955,black,133,5,
Camille,1000_lakes,191105,191110,13211,black,133,6,
Eline/Camille,1000_lakes,191105,191112,13537,1551,510,2,
Eline/Camille,1000_lakes,191105,191112,13212,1551,510,3,
Eline/Camille,1000_lakes,191111,191112,12998,1551,510,4,
Eline/Camille,1000_lakes,191111,191112,12778,1551,510,5,
Eline/Camille,1000_lakes,191111,191112,13313,1551,510,6,
Eline/Camille,1000_lakes,191111,191112,13262,1941D,512,2,
Eline/Camille,1000_lakes,191111,191112,13482,1941D,512,3,
Eline/Camille,1000_lakes,191111,191112,13295,1941D,512,4,
Eline/Camille,1000_lakes,191111,191112,13109,1941D,512,5,
Eline/Camille,1000_lakes,191111,191112,13342,1941D,512,6,
Eline/Camille,1000_lakes,191111,191112,13554,1941C,133,2,
Eline/Camille,1000_lakes,191111,191112,13556,1941C,133,3,
Eline/Camille,1000_lakes,191111,191112,13394,1941C,133,4,
Eline/Camille,1000_lakes,191111,191112,13335,1941C,133,5,
Eline/Camille,1000_lakes,191111,191112,13589,1941C,133,6,
Eline/Camille,1000_lakes,191111,191112,13586,1920A,124,2,
Eline/Camille,1000_lakes,191111,191112,12925,1920A,124,3,
Eline/Camille,1000_lakes,191111,191112,13523,1920A,124,4,
Eline/Camille,1000_lakes,191111,191112,12962,1920A,124,5,
Eline/Camille,1000_lakes,191111,191112,13536,1920A,124,6,
Eline/Camille,1000_lakes,191111,191112,12957,1920B,130,2,
Eline/Camille,1000_lakes,191111,191112,12916,1920B,130,3,
Eline/Camille,1000_lakes,191111,191112,12716,1920B,130,4,
Eline/Camille,1000_lakes,191111,191112,13422,1920B,130,5,
Eline/Camille,1000_lakes,191111,191112,13090,1920B,130,6,
Camille,1000_lakes,191111,191113,12729,1941B,133,2,
Camille,1000_lakes,191111,191113,12924,1941B,133,3,
Camille,1000_lakes,191111,191113,13549,1941B,133,4,
Camille,1000_lakes,191111,191113,13550,1941B,133,5,
Camille,1000_lakes,191111,191113,13332,1941B,133,6,
Camille,1000_lakes,191111,191113,13511,1941A,512,2,
Camille,1000_lakes,191111,191113,13130,1941A,512,3,
Camille,1000_lakes,191111,191113,13484,1941A,512,4,
Camille,1000_lakes,191111,191113,13474,1941A,512,5,
Camille,1000_lakes,191111,191113,13547,1941A,512,6,
Camille,1000_lakes,191111,191113,13601,1428,510,2,
Camille,1000_lakes,191111,191113,12151,1428,510,3,
Camille,1000_lakes,191111,191113,13513,1428,510,4,
Camille,1000_lakes,191111,191113,13512,1428,510,5,
Camille,1000_lakes,191111,191113,13491,1428,510,6,
Camille,1000_lakes,191111,191113,13476,black,124,2,
Camille,1000_lakes,191111,191113,13492,black,124,3,
Camille,1000_lakes,191111,191113,13555,black,124,4,
Camille,1000_lakes,191111,191113,13557,black,124,5,
Camille,1000_lakes,191111,191113,13257,black,124,6,
Camille,1000_lakes,191111,191113,13266,red,130,2,
Camille,1000_lakes,191111,191113,13261,red,130,3,
Camille,1000_lakes,191111,191113,13331,red,130,4,
Camille,1000_lakes,191111,191113,12967,red,130,5,
Camille,1000_lakes,191111,191113,13111,red,130,6,
Camille,1000_lakes,191111,191115,13548,1941C,510,2,
Camille,1000_lakes,191111,191115,13091,1941C,510,3,
Camille,1000_lakes,191111,191115,13531,1941C,510,4,
Camille,1000_lakes,191111,191115,13263,1941C,510,5,
Camille,1000_lakes,191111,191115,13343,1941C,510,6,
Camille,1000_lakes,191105,191110,12710,1941B,130,2,
Camille,1000_lakes,191105,191110,12704,1941B,130,3,
Camille,1000_lakes,191105,191110,13600,1941B,130,4,
Camille,1000_lakes,191105,191110,12917,1941B,130,5,
Camille,1000_lakes,191105,191110,12931,1941B,130,6,
Eline,1000_lakes,191103,191105,12984,1920B,510,2,
Camille,1000_lakes,191129,191202,12185,1941C,510,3,
Camille,1000_lakes,191129,191202,12183,1941C,510,4,
Camille,1000_lakes,191129,191202,12984,1941C,510,5,
Camille,1000_lakes,191129,191202,12686,1941C,510,6,
Camille,100_lakes,191001,191005,12251,red,124,4,filtered on 3/10
Camille,100_lakes,191001,191005,12259,red,124,6,filtered on 3/10
Camille,100_lakes,191001,191005,12260,black,510,2,filtered on 3/10
Camille,100_lakes,191002,191005,12249,red,124,3,filtered on 3/10
Camille,100_lakes,191002,191005,12262,red,124,5,filtered on 3/10
Camille,100_lakes,191002,191005,12282,red,124,2,filtered on 3/10
Eline,100_lakes,191007,191009,12147,1920A,124,4,
Eline,100_lakes,191007,191009,12150,1551,510,3,
Eline,100_lakes,191007,191009,12151,1920A,124,3,
Eline,100_lakes,191007,191009,12180,1551,510,4,
Eline,100_lakes,191007,191009,12267,1920A,124,2,
Eline,100_lakes,191007,191009,13018,1551,510,5,
Eline,100_lakes,191007,191009,13037,1551,510,2,
Eline,100_lakes,191007,191009,13039,1551,510,6,
Eline,100_lakes,191009,191011,12999,1428,124,2,
Eline,100_lakes,191009,191011,13000,1428,124,3,
Eline,100_lakes,191009,191011,13008,1428,124,4,
Eline,100_lakes,191009,191011,13051,1428,124,5,
Eline,100_lakes,191022,191025,12742,1920B,512,4,
Eline,100_lakes,191022,191025,12743,1920A,510,4,
Eline,100_lakes,191022,191025,12757,1920B,512,5,
Eline,100_lakes,191022,191025,12758,1920B,512,2,
Eline,100_lakes,191022,191025,12763,1920A,510,6,
Eline,100_lakes,191022,191025,12765,1920A,510,5,
Eline,100_lakes,191022,191025,12777,1920A,510,3,
Eline,100_lakes,191022,191025,12832,1920B,512,3,
Eline,100_lakes,191022,191025,12851,1920A,510,2,
Camille,100_lakes,191025,191027,13079,1428,512,4,refiltrated in the lab
Camille,100_lakes,191025,191027,13089,black,133,3,
Camille,100_lakes,191025,191027,13094,1428,512,2,
Camille,100_lakes,191025,191027,13109,1428,512,3,
Camille,100_lakes,191025,191027,13130,1428,512,6,
Camille,100_lakes,191025,191027,13131,black,133,5,
Camille,100_lakes,191025,191027,13138,1428,512,5,
Camille,100_lakes,191025,191027,13154,black,133,4,
Camille,100_lakes,191025,191027,13163,black,133,2,
Eline/Camille,100_lakes,191028,191029,12839,1920A,133,3,
Eline/Camille,100_lakes,191028,191029,12841,1920A,133,4,
Eline/Camille,100_lakes,191028,191029,13156,1920A,133,6,
Eline/Camille,100_lakes,191028,191029,13157,1920A,133,5,
Eline/Camille,100_lakes,191028,191029,13196,1920A,133,2,
Eline,100_lakes,191103,191105,12917,1920B,510,3,
Eline,100_lakes,191103,191105,12923,1920A,512,3,
Eline,100_lakes,191103,191105,12925,1920B,510,5,
Eline,100_lakes,191103,191105,12929,1920A,512,2,
Eline,100_lakes,191103,191105,12931,1920A,512,4,
Eline,100_lakes,191103,191105,12955,1920B,510,4,
Eline,100_lakes,191103,191105,12956,1920A,512,5,
Eline,100_lakes,191103,191105,12957,1920B,510,6,
Eline,100_lakes,191103,191105,12964,1920A,512,6,
Eline,100_lakes,191105,191107,12700,1428,124,2,
Eline,100_lakes,191105,191107,13437,1428,124,5,
Eline,100_lakes,191105,191107,13439,1428,124,4,
Eline,100_lakes,191105,191107,13440,1428,124,3,
Eline,100_lakes,191105,191107,13443,1428,124,6,
Eline,100_lakes,191105,191107,13445,1941A,130,2,
Camille,100_lakes,191106,191108,12710,1941C,510,3,
Camille,100_lakes,191106,191108,12716,1941D,130,2,
Camille,100_lakes,191106,191108,12717,1941C,510,2,
Camille,100_lakes,191106,191108,12719,1941C,510,4,
Camille,100_lakes,191106,191108,12727,1941C,510,6,
Camille,100_lakes,191106,191108,12729,1941C,510,5,
Camille,100_lakes,191107,191108,12725,1920A,512,3,
Camille,100_lakes,191107,191108,13453,1920A,512,2,
Camille,100_lakes,191107,191108,13469,1920A,512,4,
Camille,100_lakes,191107,191108,13470,1551,124,3,
Camille,100_lakes,191107,191108,13471,1551,124,2,
Camille,100_lakes,191107,191108,13617,1551,124,6,
Camille,100_lakes,191108,191108,12702,1920A,512,5,
Camille,100_lakes,191108,191108,13449,1551,124,4,
Camille,100_lakes,191108,191108,13458,1920A,512,6,
Camille,100_lakes,191108,191108,13459,1551,124,5,
Camille,100_lakes,,191202,13763,1941C,510,2,
